".id","Pre.Pull.Filler.RT","Pre.Push.Filler.RT","Pre.Pull.Go.RT","Pre.Push.Go.RT","Pre.Pull.NoGo.RT","Pre.Push.NoGo.RT","Post.Pull.Filler.RT","Post.Push.Filler.RT","Post.Pull.Go.RT","Post.Push.Go.RT","Post.Pull.NoGo.RT","Post.Push.NoGo.RT","Pre.Pull.RT","Pre.Push.RT","Post.Pull.RT","Post.Push.RT","Pre.Pull.Filler.ER","Pre.Push.Filler.ER","Pre.Pull.Go.ER","Pre.Push.Go.ER","Pre.Pull.NoGo.ER","Pre.Push.NoGo.ER","Post.Pull.Filler.ER","Post.Push.Filler.ER","Post.Pull.Go.ER","Post.Push.Go.ER","Post.Pull.NoGo.ER","Post.Push.NoGo.ER","Pre.Pull.ER","Pre.Push.ER","Post.Pull.ER","Post.Push.ER","Pre.ER","Post.ER","Pre_Go_bias","Pre_NoGo_bias","Pre_Filler_bias","Post_Go_bias","Post_NoGo_bias","Post_Filler_bias","D_Go","D_NoGo","D_Filler"
"149576779",973.070707070707,914.80303030303,991.262626262626,923.575757575758,956.242424242424,961.368686868687,848.661616161616,876.535353535354,850,858.868686868687,879.949494949495,849.742424242424,967,933,856.242424242424,859.363636363636,0.0833333333333333,0.0555555555555556,0.0833333333333333,0.138888888888889,0.0833333333333333,0.0555555555555556,0.111111111111111,0.111111111111111,0.0833333333333333,0,0.0277777777777778,0.111111111111111,0.0833333333333333,0.0833333333333333,0.0740740740740741,0.0740740740740741,0.0833333333333333,0.0740740740740741,-67.6868686868687,5.12626262626259,-58.2676767676768,8.86868686868684,-30.2070707070708,27.8737373737374,76.5555555555555,-35.3333333333334,86.1414141414142
"155873958",898.828282828283,900,966.5,936.70202020202,937.69696969697,898.474747474747,825.575757575758,816.666666666667,857.212121212121,861.106060606061,874.080808080808,800.49494949495,921.212121212121,900,857.212121212121,816.171717171717,0.166666666666667,0.0555555555555556,0.333333333333333,0.222222222222222,0.194444444444444,0.166666666666667,0.25,0.0555555555555556,0.305555555555556,0.277777777777778,0.305555555555556,0.0833333333333333,0.231481481481481,0.148148148148148,0.287037037037037,0.138888888888889,0.189814814814815,0.212962962962963,-29.7979797979799,-39.2222222222223,1.17171717171709,3.89393939393938,-73.5858585858585,-8.90909090909088,33.6919191919193,-34.3636363636363,-10.080808080808
"160043283",742.424242424242,725.59595959596,746.212121212121,709.757575757576,676.10101010101,708.767676767677,668.10101010101,643.434343434343,717,700,702.515151515152,670.843434343434,726.090909090909,713.393939393939,700,676.10101010101,0.305555555555556,0.194444444444444,0.166666666666667,0.333333333333333,0.194444444444444,0.25,0.277777777777778,0.138888888888889,0.194444444444444,0.25,0.194444444444444,0.166666666666667,0.222222222222222,0.259259259259259,0.222222222222222,0.185185185185185,0.240740740740741,0.203703703703704,-36.4545454545455,32.6666666666667,-16.8282828282829,-17,-31.6717171717171,-24.6666666666667,19.4545454545455,-64.3383838383838,-7.83838383838383
"162945606",842,861.131313131313,804.373737373737,807.757575757576,800,787.954545454545,762.126262626263,820.358585858586,799,783,750,808.252525252525,816,808.747474747475,768.161616161616,808.747474747475,0.0555555555555556,0.166666666666667,0.0555555555555556,0.194444444444444,0.0833333333333333,0.166666666666667,0.0555555555555556,0.222222222222222,0.0277777777777778,0.194444444444444,0,0.0555555555555556,0.0648148148148148,0.175925925925926,0.0277777777777778,0.157407407407407,0.12037037037037,0.0925925925925926,3.38383838383834,-12.0454545454545,19.1313131313132,-16,58.2525252525252,58.2323232323233,-19.3838383838383,70.2979797979797,39.1010101010102
"18578989",795.136363636364,816,816.585858585859,828.792929292929,839.757575757576,808.747474747475,790.929292929293,800,857.212121212121,840.727272727273,841.414141414141,776.080808080808,816.171717171717,816,841.414141414141,800,0.0555555555555556,0.138888888888889,0.111111111111111,0.166666666666667,0.0277777777777778,0.0277777777777778,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0,0.0277777777777778,0.0648148148148148,0.111111111111111,0.0555555555555556,0.0648148148148148,0.087962962962963,0.0601851851851852,12.2070707070708,-31.010101010101,20.8636363636365,-16.4848484848485,-65.3333333333334,9.07070707070704,-28.6919191919193,-34.3232323232323,-11.7929292929294
"190661087",750,750,767.676767676768,750,767,721.29797979798,646.717171717172,646.787878787879,667,666,634,708,766,750,651.762626262626,668.10101010101,0.25,0.194444444444444,0.305555555555556,0.138888888888889,0.194444444444444,0.222222222222222,0.111111111111111,0.0833333333333333,0.25,0.25,0.0833333333333333,0.111111111111111,0.25,0.185185185185185,0.148148148148148,0.148148148148148,0.217592592592593,0.148148148148148,-17.6767676767678,-45.7020202020202,0,-1,74,0.0707070707070443,16.6767676767678,119.70202020202,0.0707070707070443
"193808848",612.29797979798,577.111111111111,621.80303030303,554.565656565657,633,592.949494949495,799,750,783,766.358585858586,779.045454545455,737.893939393939,629.80303030303,577.111111111111,783.838383838384,750,0.0555555555555556,0.0555555555555556,0.0555555555555556,0,0.111111111111111,0.0277777777777778,0.0833333333333333,0.0277777777777778,0,0.0555555555555556,0.0555555555555556,0.0555555555555556,0.0740740740740741,0.0277777777777778,0.0462962962962963,0.0462962962962963,0.0509259259259259,0.0462962962962963,-67.2373737373737,-40.0505050505051,-35.1868686868686,-16.6414141414141,-41.1515151515151,-49,50.5959595959596,-1.10101010101005,-13.8131313131314
"194153498",710.747474747475,742.424242424242,701,734.424242424242,734,767,583.5,562.262626262626,551,553.272727272727,573.979797979798,572.550505050505,717,742.424242424242,573.979797979798,562.262626262626,0.0277777777777778,0.0833333333333333,0.138888888888889,0,0.0277777777777778,0.0277777777777778,0.111111111111111,0.0833333333333333,0.166666666666667,0,0.111111111111111,0.166666666666667,0.0648148148148148,0.037037037037037,0.12962962962963,0.0833333333333333,0.0509259259259259,0.106481481481481,33.4242424242425,33,31.6767676767678,2.27272727272725,-1.42929292929284,-21.2373737373738,-31.1515151515152,-34.4292929292928,-52.9141414141416
"19542589",928.287878787879,841.414141414141,878.106060606061,973.070707070707,897.49494949495,956.242424242424,957.232323232323,1009.33333333333,950,959.59595959596,911.868686868687,991.262626262626,907.737373737374,894.691919191919,950,990.580808080808,0.222222222222222,0.138888888888889,0.111111111111111,0.111111111111111,0.0833333333333333,0.0833333333333333,0.25,0.166666666666667,0.111111111111111,0.0833333333333333,0.166666666666667,0.0833333333333333,0.138888888888889,0.111111111111111,0.175925925925926,0.111111111111111,0.125,0.143518518518519,94.9646464646464,58.7474747474747,-86.8737373737373,9.59595959595958,79.3939393939394,52.10101010101,-85.3686868686868,20.6464646464647,138.974747474747
"197796674",907.737373737374,895.30303030303,950,858.242424242424,897.818181818182,830.424242424242,1013.11111111111,996.454545454545,1018.0101010101,983,1023.55555555556,959.59595959596,923.575757575758,867,1023.06060606061,979.79797979798,0.194444444444444,0.194444444444444,0.138888888888889,0.25,0.388888888888889,0.305555555555556,0.194444444444444,0.0833333333333333,0.111111111111111,0.0277777777777778,0.138888888888889,0.194444444444444,0.240740740740741,0.25,0.148148148148148,0.101851851851852,0.24537037037037,0.125,-91.7575757575758,-67.3939393939395,-12.4343434343435,-35.010101010101,-63.959595959596,-16.6565656565657,56.7474747474747,3.43434343434353,-4.22222222222217
"209134414",894.959595959596,835.717171717172,881.818181818182,807.757575757576,861.207070707071,783.838383838384,824.585858585859,743.454545454545,849,758.5,866,721.792929292929,881.818181818182,807.757575757576,849,743.454545454545,0.0555555555555556,0.0555555555555556,0.0833333333333333,0.0555555555555556,0.111111111111111,0.0833333333333333,0.138888888888889,0.0277777777777778,0.0833333333333333,0,0.0833333333333333,0.0555555555555556,0.0833333333333333,0.0648148148148148,0.101851851851852,0.0277777777777778,0.0740740740740741,0.0648148148148148,-74.0606060606061,-77.3686868686868,-59.2424242424241,-90.5,-144.207070707071,-81.131313131313,-16.4393939393939,-66.8383838383838,-21.8888888888889
"209242195",771.474747474747,717,751.515151515152,759.252525252525,751.50505050505,716,779.045454545455,783,816.171717171717,776.080808080808,850,737.79797979798,759.257575757576,733,808.252525252525,776.080808080808,0.111111111111111,0.222222222222222,0.194444444444444,0.166666666666667,0.25,0.138888888888889,0.0555555555555556,0.194444444444444,0.194444444444444,0.138888888888889,0.194444444444444,0.222222222222222,0.185185185185185,0.175925925925926,0.148148148148148,0.185185185185185,0.180555555555556,0.166666666666667,7.73737373737367,-35.5050505050505,-54.4747474747475,-40.090909090909,-112.20202020202,3.9545454545455,-47.8282828282827,-76.6969696969697,58.429292929293
"219513433",889.919191919192,866,870.111111111111,857.252525252525,832.484848484848,857.252525252525,855.712121212121,866,833,866,881.818181818182,833.5,856.242424242424,858.242424242424,862.530303030303,861.606060606061,0.0833333333333333,0.138888888888889,0.0555555555555556,0.222222222222222,0.166666666666667,0.0833333333333333,0,0.0277777777777778,0.0555555555555556,0.0833333333333333,0,0.111111111111111,0.101851851851852,0.148148148148148,0.0185185185185185,0.0740740740740741,0.125,0.0462962962962963,-12.8585858585858,24.7676767676768,-23.9191919191919,33,-48.3181818181819,10.2878787878788,45.8585858585858,-73.0858585858587,34.2070707070707
"231332048",824.414141414141,881.818181818182,808.747474747475,853.606060606061,812.873737373737,837.121212121212,742.424242424242,800,775.090909090909,795.20202020202,800.49494949495,808.252525252525,817,858.242424242424,771.626262626263,800.49494949495,0.222222222222222,0.0277777777777778,0.138888888888889,0.222222222222222,0.277777777777778,0.166666666666667,0.277777777777778,0.25,0.194444444444444,0.166666666666667,0.25,0.222222222222222,0.212962962962963,0.138888888888889,0.240740740740741,0.212962962962963,0.175925925925926,0.226851851851852,44.8585858585859,24.2474747474748,57.4040404040405,20.1111111111111,7.75757575757564,57.5757575757575,-24.7474747474748,-16.4898989898992,0.171717171716978
"239671458",800,825.575757575758,833,807.757575757576,841.414141414141,845.449494949495,763.121212121212,804.045454545455,808.747474747475,841.414141414141,896.888888888889,775.414141414141,817,829.20202020202,807.757575757576,799.343434343434,0.0833333333333333,0.194444444444444,0.305555555555556,0.138888888888889,0.361111111111111,0.222222222222222,0.222222222222222,0.277777777777778,0.416666666666667,0.194444444444444,0.166666666666667,0.111111111111111,0.25,0.185185185185185,0.268518518518519,0.194444444444444,0.217592592592593,0.231481481481481,-25.2424242424242,4.03535353535347,25.5757575757575,32.6666666666667,-121.474747474747,40.9242424242424,57.909090909091,-125.510101010101,15.3484848484849
"260781576",808.727272727273,848.828282828283,795.79797979798,908.5,800,865.161616161616,652.434343434343,709.757575757576,712.121212121212,701.535353535354,696.464646464646,750.262626262626,800.247474747475,866,677.090909090909,718.191919191919,0.0833333333333333,0.222222222222222,0.0555555555555556,0.166666666666667,0.0833333333333333,0.194444444444444,0,0.194444444444444,0.0277777777777778,0.138888888888889,0.111111111111111,0.222222222222222,0.0740740740740741,0.194444444444444,0.0462962962962963,0.185185185185185,0.134259259259259,0.115740740740741,112.70202020202,65.1616161616162,40.1010101010102,-10.5858585858585,53.7979797979799,57.3232323232323,-123.287878787879,-11.3636363636363,17.2222222222222
"264515770",833,750,849.5,800,857.580808080808,807.757575757576,767,742.424242424242,750,754.626262626263,787.459595959596,750.343434343434,835.70202020202,800,767,750,0.111111111111111,0.25,0.166666666666667,0.25,0.333333333333333,0.25,0.194444444444444,0.138888888888889,0.0555555555555556,0.111111111111111,0.222222222222222,0.166666666666667,0.203703703703704,0.25,0.157407407407407,0.138888888888889,0.226851851851852,0.148148148148148,-49.5,-49.8232323232323,-83,4.62626262626259,-37.1161616161615,-24.5757575757575,54.1262626262626,12.7070707070708,58.4242424242425
"265335157",842.40404040404,832.914141414141,833.5,848.661616161616,808.747474747475,812.20202020202,787.878787878788,775.090909090909,791.919191919192,817,841.414141414141,783.838383838384,828.792929292929,833.5,796.121212121212,791.919191919192,0.138888888888889,0.111111111111111,0.277777777777778,0.166666666666667,0.25,0.222222222222222,0.277777777777778,0.194444444444444,0.416666666666667,0.0833333333333333,0.305555555555556,0.138888888888889,0.222222222222222,0.166666666666667,0.333333333333333,0.138888888888889,0.194444444444444,0.236111111111111,15.1616161616162,3.4545454545455,-9.48989898989885,25.0808080808081,-57.5757575757576,-12.7878787878788,9.91919191919192,-61.0303030303031,-3.29797979797991
"267950350",738.818181818182,775.338383838384,738.212121212121,725,733,701.691919191919,708.767676767677,725.59595959596,700,672.651515151515,651.353535353535,675,734.424242424242,729.29797979798,684,700,0.166666666666667,0.0555555555555556,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.194444444444444,0.194444444444444,0.166666666666667,0.111111111111111,0.222222222222222,0.166666666666667,0.12962962962963,0.0925925925925926,0.194444444444444,0.157407407407407,0.111111111111111,0.175925925925926,-13.2121212121212,-31.3080808080808,36.5202020202021,-27.3484848484849,23.6464646464647,16.8282828282828,-14.1363636363636,54.9545454545455,-19.6919191919193
